MOVIE_EARNINGS_RANK;MOVIE_GENRE;MOVIE_NAME;MOVIE_RATING;MOVIE_RUNTIME;MOVIE_YEAR;PERSON_DOB;PERSON_NAME;PERSON_POB;MID;REV
35;AVS;Star Wars: Episode II - Attack of the Clones;PG;143;2002;1922-05-27;Christopher Lee;Belgravia, London, England, UK;70f6284d2a395396dbb3a60b4cf07747;1-d804bbc285bda59f5ed3fde8eb08ded2
25;VFY;Alice in Wonderland;PG;108;2010;1964-04-20;Crispin Glover;New York, New York, USA;70f6284d2a395396dbb3a60b4cf21cba;1-71dc4eeb1601a21ba064896e70187e97
101;C;Ted;R;106;2012;1974-12-17;Giovanni Ribisi;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39001fa4;1-5f898084e56f8153b604cfa1acf0d6ac
87;DHST;Signs;PG-13;106;2002;1956-11-21;Cherry Jones;Paris, Tennessee, USA;70f6284d2a395396dbb3a60b4cef2428;1-7e66d163ddb4b6b45cc86de4c37794e1
168;CR;There's Something About Mary;R;119;1998;1960-05-31;Chris Elliott;New York, New York, USA;70f6284d2a395396dbb3a60b4cef52ca;1-e78fefae042999dd0794d39bc2020443
91;VNCFRS;WALL-E;G;98;2008;1939-09-18;Fred Willard;Shaker Heights, Ohio, USA;70f6284d2a395396dbb3a60b4cfd51b8;1-725a2b3207202062ce267cab547d8295
155;AVNCF;Madagascar: Escape 2 Africa;PG;89;2008;1966-02-07;Chris Rock;Georgetown, South Carolina, USA;70f6284d2a395396dbb3a60b4cefa363;1-e9c57d30944109564ee09b8a3d68c5a6
79;ACYS;Ghostbusters;PG;105;1984;1952-07-01;Dan Aykroyd;Ottawa, Ontario, Canada;70f6284d2a395396dbb3a60b4cf28ad8;1-12767468d1e2dbaf0ca60d84b0c2dd40
146;NC;The Simpsons Movie;PG-13;87;2007;1957-10-29;Dan Castellaneta;Chicago, Illinois, USA;70f6284d2a395396dbb3a60b4cf29b39;1-ab69d6441af7e99d2bc2ca79ea48fcfc
52;AST;Matrix Reloaded, The;R;138;2003;1970-01-01;Christine Anu;Cairns, Queensland, Australia;70f6284d2a395396dbb3a60b4cf035ed;1-122192babcc754089ede8c321da35318
187;AVT;Quantum of Solace;PG-13;106;2008;1968-01-01;Daniel Craig;Chester, England, UK;70f6284d2a395396dbb3a60b4cf29fff;1-eaeeb474b20b0dfad7c30b8a75733222
171;VC;Crocodile Dundee;PG-13;98;1986;1953-07-01;David Gulpilil;Maningrida, Arnhem Land, Northern Territory, Australia;70f6284d2a395396dbb3a60b4cf3de58;1-646a036b176ac15e7ba038a7d193a6a2
142;VDE;Dances with Wolves;PG-13;180;1990;1952-06-22;Graham Greene;Six Nations Reserve, Ontario, Canada;d9e6a7ae2363d6cfe81af75a39011d46;1-bacce75431f4fc86b5d0d1418fad1d19
109;VCS;Back to the Future;PG;111;1985;1938-10-22;Christopher Lloyd;Stamford, Connecticut, USA;70f6284d2a395396dbb3a60b4cf08ecf;1-8d087aa30e661be850883804e046679a
71;VFY;Harry Potter and the Prisoner of Azkaban;PG;141;2004;1989-07-23;Daniel Radcliffe;Fulham, London, England, UK;70f6284d2a395396dbb3a60b4cf2e3cd;1-2ec07940efc2f9a0f7175818b34b7e24
183;DHM;Beautiful Mind, A;PG-13;135;2001;1927-12-13;Christopher Plummer;Toronto, Ontario, Canada;70f6284d2a395396dbb3a60b4cf09b66;1-accd3dda7b65a9bdc47b4949d1453eb7
43;VDYM;Harry Potter and the Deathly Hallows: Part 1;PG-13;146;2010;1989-07-23;Daniel Radcliffe;Fulham, London, England, UK;70f6284d2a395396dbb3a60b4cf2f1f4;1-19d10e687cad51dccef738e4e06367a2
57;VFYM;Harry Potter and the Chamber of Secrets;PG;161;2002;1989-07-23;Daniel Radcliffe;Fulham, London, England, UK;70f6284d2a395396dbb3a60b4cf2fcc8;1-5a3504804dd035263df52f172e887570
113;CR;Wedding Crashers;R;119;2005;1943-03-31;Christopher Walken;Queens, New York, USA;70f6284d2a395396dbb3a60b4cf0db33;1-89ee923dc84604651eedca61b60361ba
15;VDYM;Harry Potter and the Deathly Hallows: Part 2;PG-13;130;2011;1989-07-23;Daniel Radcliffe;Fulham, London, England, UK;70f6284d2a395396dbb3a60b4cf30061;1-7b354bc52124adc342910e1b7df584f3
132;VNCF;Madagascar;PG;86;2005;1966-11-02;David Schwimmer;Astoria, New York, USA;70f6284d2a395396dbb3a60b4cf450b9;1-8c37c8e6c5817ad777db48995746d935
172;CF;Home Alone 2: Lost in New York;PG;120;1992;1957-08-28;Daniel Stern;Bethesda, Maryland, USA;70f6284d2a395396dbb3a60b4cf30afb;1-048dcf91397ddb6efc8adca54739cc0c
105;N;Madagascar 3: Europe's Most Wanted;PG;93;2012;1966-11-02;David Schwimmer;Astoria, New York, USA;70f6284d2a395396dbb3a60b4cf46084;1-aed827c2f0503670273863dcd6144234
30;AVDST;Iron Man;PG-13;126;2008;1972-09-28;Gwyneth Paltrow;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39019428;1-7634b5c9330d8300b953fe7bb6b5d514
182;VDE;True Grit;PG-13;110;2010;1996-12-11;Hailee Steinfeld;California, USA;d9e6a7ae2363d6cfe81af75a3901bc39;1-a5ae8558940886169f672fd2ef4b07b4
19;D;Passion of the Christ, The;R;127;2004;1971-12-18;Claudia Gerini;Rome, Italy;70f6284d2a395396dbb3a60b4cf1482e;1-f84275ad8e20c800434625dc7dfae3b9
50;VYMT;Harry Potter and the Goblet of Fire;PG-13;157;2005;1971-04-18;David Tennant;Bathgate, West Lothian, Scotland, UK;70f6284d2a395396dbb3a60b4cf4766e;1-bcb7f9acffae0a8a7f2e55c0c0654755
45;AVNCF;Up;PG;96;2009;1952-11-18;Delroy Lindo;Eltham, London, England, UK;70f6284d2a395396dbb3a60b4cf4ff19;1-c0b56b0bec0bce7af3a4d1ad74b55b80
5;AVYS;Star Wars;PG;121;1977;1942-07-13;Harrison Ford;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a39024062;1-c6086f49b22d859df29fe17e18b57667
93;NCFY;Alvin and the Chipmunks: The Squeakquel;PG;88;2009;1964-04-04;David Cross;Atlanta, Georgia, USA;70f6284d2a395396dbb3a60b4cf3d7c2;1-755a3b6e8131f55e5aac3c1242d99d7d
